,Gene,Alphafold IDR Content,Length,Localization,HIPPIE Protein Counts
O00469,PLOD2,4.3,737,['Rough endoplasmic reticulum membrane; Peripheral membrane protein; Lumenal side'],65
O00470,MEIS1,59.7,390,['Nucleus'],18
O00471,EXOC5,9.0,708,"['Cytoplasm', 'Midbody']",72
O00472,ELL2,51.4,640,['Nucleus'],14
O00476,SLC17A3,16.4,420,None,0
O00478,BTN3A3,16.6,584,['Cell membrane; Single-pass type I membrane protein'],14
O00481,BTN3A1,6.0,513,['Cell membrane; Single-pass type I membrane protein'],13
O00482,NR5A2,35.7,541,['Nucleus'],21
O00483,NDUFA4,25.9,81,['Mitochondrion inner membrane; Single-pass membrane protein'],167
O00487,PSMD14,11.3,310,None,274
O00488,ZNF593,38.8,134,"['Nucleus, nucleolus', 'Cytoplasm']",32
O00499,BIN1,44.2,593,None,73
O00501,CLDN5,12.8,218,"['Cell junction, tight junction', 'Cell membrane; Multi-pass membrane protein']",25
O00505,KPNA3,13.1,521,"['Cytoplasm', 'Nucleus']",90
O00506,STK25,18.3,426,"['Cytoplasm', 'Golgi apparatus']",121
O00507,USP9Y,10.5,2555,None,18
O00512,BCL9,95.2,1426,['Nucleus'],43
O00519,FAAH,4.3,579,"['Endomembrane system; Single-pass membrane protein', 'Cytoplasm, cytoskeleton']",7
O00522,KRIT1,11.4,736,"['Cytoplasm, cytoskeleton', 'Cell membrane; Peripheral membrane protein', 'Cell junction']",27
O00526,UPK2,44.0,184,['Cell membrane; Single-pass type I membrane protein'],99
O00533,CHL1,16.9,1208,"['Cell membrane; Single-pass type I membrane protein', '[Processed neural cell adhesion molecule L1-like protein]: Secreted, extracellular space, extracellular matrix']",4
O00541,PES1,23.3,588,"['Nucleus, nucleolus', 'Nucleus, nucleoplasm', 'Chromosome']",135
O00548,DLL1,30.4,723,"['Apical cell membrane; Single-pass type I membrane protein', 'Cell junction, adherens junction', 'Membrane raft']",18
O00555,CACNA1A,43.0,2506,['Cell membrane; Multi-pass membrane protein'],62
O00559,EBAG9,96.2,213,['Golgi apparatus membrane; Single-pass type III membrane protein'],198
O00560,SDCBP,23.2,298,"['Cell junction, focal adhesion', 'Cell junction, adherens junction', 'Cell membrane; Peripheral membrane protein', 'Endoplasmic reticulum membrane; Peripheral membrane protein', 'Nucleus', 'Melanosome', 'Cytoplasm, cytosol', 'Cytoplasm, cytoskeleton', 'Secreted, extracellular exosome', 'Membrane raft']",253
O00562,PITPNM1,28.7,1244,"['Cytoplasm', 'Golgi apparatus, Golgi stack membrane; Peripheral membrane protein', 'Endoplasmic reticulum membrane; Peripheral membrane protein', 'Lipid droplet', 'Cleavage furrow', 'Midbody']",5
O00566,MPHOSPH10,82.2,681,"['Nucleus, nucleolus', 'Chromosome']",96
O00567,NOP56,25.4,594,"['Nucleus, nucleolus', 'Cytoplasm', 'Nucleus, nucleoplasm']",334
O00571,DDX3X,33.7,662,"['Cell membrane', 'Nucleus', 'Cytoplasm', 'Cytoplasm, Stress granule', 'Inflammasome', 'Cell projection, lamellipodium', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",291
O00574,CXCR6,16.1,342,['Cell membrane; Multi-pass membrane protein'],1
O00584,RNASET2,10.9,256,"['Secreted', 'Lysosome lumen', 'Endoplasmic reticulum lumen', 'Mitochondrion intermembrane space']",11
O00585,CCL21,56.0,134,['Secreted'],12
O00587,MFNG,15.6,321,['Golgi apparatus membrane; Single- pass type II membrane protein'],15
O00590,ACKR2,23.7,384,"['Early endosome', 'Recycling endosome', 'Cell membrane; Multi-pass membrane protein']",0
O00591,GABRP,22.5,440,"['Cell membrane; Multi-pass membrane protein', 'Apical cell membrane; Multi-pass membrane protein']",0
O00592,PODXL,83.3,558,"['Apical cell membrane', 'Cell projection, lamellipodium', 'Cell projection, filopodium', 'Cell projection, ruffle', 'Cell projection, microvillus', 'Membrane raft', 'Membrane; Single-pass type I membrane protein']",37
O00602,FCN1,33.4,326,"['Secreted', 'Cell membrane; Peripheral membrane protein; Extracellular side']",33
O00622,CCN1,26.5,381,['Secreted'],0
O00623,PEX12,21.7,359,['Peroxisome membrane; Multi-pass membrane protein'],27
O00624,SLC17A2,10.5,439,['Apical cell membrane; Multi-pass membrane protein'],45
O00625,PIR,0.0,290,"['Nucleus', 'Cytoplasm']",34
O00626,CCL22,39.8,93,['Secreted'],23
O00628,PEX7,2.2,323,"['Cytoplasm, cytosol', 'Peroxisome matrix']",18
O00629,KPNA4,13.8,521,"['Cytoplasm', 'Nucleus']",76
O00631,SLN,100.0,31,"['Sarcoplasmic reticulum membrane; Single-pass membrane protein', 'Endoplasmic reticulum membrane; Single-pass membrane protein']",5
O00635,TRIM38,9.9,465,['Cytoplasm'],27
O00712,NFIB,52.1,420,['Nucleus'],79
O00716,E2F3,63.9,465,['Nucleus'],30
O00743,PPP6C,2.0,305,"['Mitochondrion', 'Cytoplasm']",91
O00744,WNT10B,20.6,389,"['Secreted, extracellular space, extracellular matrix', 'Secreted']",14
O00746,NME4,23.0,187,"['Mitochondrion intermembrane space; Peripheral membrane protein', 'Mitochondrion matrix']",140
O00748,CES2,6.6,559,['Endoplasmic reticulum lumen'],16
O00750,PIK3C2B,19.3,1634,"['Microsome', 'Cell membrane', 'Cytoplasm, cytosol', 'Nucleus', 'Endoplasmic reticulum']",20
O00754,MAN2B1,5.5,1011,['Lysosome'],28
O00755,WNT7A,9.2,349,"['Secreted, extracellular space, extracellular matrix', 'Secreted']",29
O00757,FBP2,3.2,339,"['Cell junction', 'Cytoplasm', 'Nucleus', 'Cytoplasm, myofibril, sarcomere, Z line']",11
O00762,UBE2C,14.5,179,None,40
O00763,ACACB,12.6,2458,['Mitochondrion'],47
O00764,PDXK,0.0,312,"['Cytoplasm, cytosol']",30
O00767,SCD,12.8,359,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],0
O14490,DLGAP1,88.5,977,"['Cell membrane; Peripheral membrane protein', 'Postsynaptic density', 'Synapse']",17
O14492,SH2B2,57.3,632,"['Cytoplasm', 'Cell membrane']",20
O14493,CLDN4,10.5,209,"['Cell junction, tight junction', 'Cell membrane; Multi-pass membrane protein']",13
O14494,PLPP1,8.8,284,"['Cell membrane; Multi-pass membrane protein', 'Apical cell membrane; Multi-pass membrane protein', 'Membrane raft; Multi-pass membrane protein', 'Membrane, caveola; Multi-pass membrane protein']",6
O14495,PLPP3,21.2,311,"['Cell membrane; Multi-pass membrane protein', 'Basolateral cell membrane; Multi-pass membrane protein', 'Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Endoplasmic reticulum-Golgi intermediate compartment membrane; Multi- pass membrane protein', 'Golgi apparatus membrane; Multi-pass membrane protein', 'Golgi apparatus, trans-Golgi network membrane; Multi-pass membrane protein', 'Membrane raft; Multi-pass membrane protein']",10
O14497,ARID1A,75.4,2285,['Nucleus'],92
O14503,BHLHE40,71.1,412,"['Cytoplasm', 'Nucleus']",85
O14508,SOCS2,15.7,198,None,37
O14511,NRG2,70.0,850,"['[Pro-neuregulin-2, membrane-bound isoform]: Cell membrane; Single-pass type I membrane protein', '[Neuregulin-2]: Secreted']",3
O14512,SOCS7,68.5,581,"['Cytoplasm', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Nucleus']",25
O14513,NCKAP5,91.7,1909,None,23
O14514,ADGRB1,38.3,1584,"['Cell membrane; Multi-pass membrane protein', 'Cell projection, phagocytic cup', 'Cell junction, focal adhesion', 'Cell projection, dendritic spine', 'Postsynaptic density', '[Vasculostatin-120]: Secreted', '[Vasculostatin-40]: Secreted']",0
O14519,CDK2AP1,62.6,115,"['Nucleus', 'Chromosome']",80
O14520,AQP7,25.7,342,"['Cell membrane; Multi-pass membrane protein', 'Cytoplasm, cell cortex', 'Cytoplasmic vesicle membrane; Multi-pass membrane protein', 'Lipid droplet']",2
O14521,SDHD,39.6,159,['Mitochondrion inner membrane; Multi-pass membrane protein'],12
O14522,PTPRT,10.8,1441,['Membrane; Single-pass type I membrane protein'],7
O14523,C2CD2L,51.0,706,"['Endoplasmic reticulum membrane; Single-pass membrane protein', 'Cell membrane; Peripheral membrane protein']",74
O14524,NEMP1,23.0,444,"['Nucleus inner membrane; Multi-pass membrane protein; Nucleoplasmic side', 'Nucleus envelope']",54
O14525,ASTN1,37.6,1302,"['Cell membrane; Multi-pass membrane protein', 'Perikaryon', 'Endosome', 'Cytoplasmic vesicle, clathrin-coated vesicle']",2
O14526,FCHO1,40.4,889,"['Membrane, clathrin-coated pit; Peripheral membrane protein; Cytoplasmic side']",47
O14529,CUX2,65.8,1486,['Nucleus'],4
O14530,TXNDC9,28.8,226,"['Cytoplasm', 'Nucleus', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Midbody']",70
O14531,DPYSL4,17.0,572,['Cytoplasm'],35
O14543,SOCS3,24.4,225,None,43
O14544,SOCS6,67.7,535,None,78
O14548,COX7A2L,75.4,114,['Mitochondrion inner membrane'],0
O14556,GAPDHS,17.4,408,['Cytoplasm'],118
O14558,HSPB6,43.1,160,"['Cytoplasm', 'Nucleus', 'Secreted']",7
O14559,ARHGAP33,67.2,1287,None,2
O14561,NDUFAB1,46.8,156,['Mitochondrion'],102
O14569,CYB561D2,3.2,222,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Cytoplasmic vesicle membrane; Multi-pass membrane protein']",15
O14576,DYNC1I1,39.2,645,"['Cytoplasm', 'Chromosome, centromere, kinetochore', 'Cytoplasm, cytoskeleton, spindle pole']",60
O14578,CIT,21.6,2027,['Cytoplasm'],892
O14579,COPE,8.8,308,"['Cytoplasm', 'Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side', 'Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side']",116
O14593,RFXANK,36.9,260,"['Cytoplasm', 'Nucleus']",95
O14594,NCAN,52.8,1321,['Secreted'],2
O14595,CTDSP2,29.9,271,['Nucleus'],28
O14607,UTY,35.6,1347,['Nucleus'],12
O14610,GNGT2,95.7,69,['Cell membrane; Lipid-anchor; Cytoplasmic side'],3
O14613,CDC42EP2,93.3,210,"['Endomembrane system; Peripheral membrane protein', 'Cytoplasm, cytoskeleton']",9
O14617,AP3D1,25.8,1153,"['Cytoplasm', 'Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side']",60
O14618,CCS,6.9,274,['Cytoplasm'],20
O14625,CXCL11,40.4,94,['Secreted'],4
O14627,CDX4,81.0,284,['Nucleus'],5
O14628,ZNF195,42.6,629,['Nucleus'],39
O14633,LCE2B,100.0,110,None,50
O14638,ENPP3,5.5,875,"['Cell membrane; Single-pass type II membrane protein', 'Apical cell membrane; Single-pass type II membrane protein', 'Secreted']",6
O14639,ABLIM1,63.2,778,"['Cytoplasm', 'Cytoplasm, cytoskeleton']",89
O14640,DVL1,60.9,695,"['Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Cytoplasm, cytosol', 'Cytoplasmic vesicle']",66
O14641,DVL2,64.3,736,"['Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Cytoplasm, cytosol', 'Cytoplasmic vesicle', 'Nucleus']",256
O14645,DNALI1,26.4,258,"['Cell projection, cilium', 'Cell projection, cilium, flagellum', 'Dynein axonemal particle', 'Cytoplasm']",11
O14646,CHD1,40.1,1710,"['Nucleus', 'Cytoplasm']",59
O14647,CHD2,44.9,1828,['Nucleus'],34
O14649,KCNK3,37.1,394,['Cell membrane; Multi-pass membrane protein'],7
O14653,GOSR2,49.5,212,"['Golgi apparatus, cis-Golgi network membrane; Single-pass type IV membrane protein', 'Golgi apparatus membrane', 'Endoplasmic reticulum membrane']",79
O14654,IRS4,79.0,1257,['Cell membrane; Peripheral membrane protein; Cytoplasmic side'],155
O14656,TOR1A,9.6,332,"['Endoplasmic reticulum lumen', 'Nucleus membrane; Peripheral membrane protein', 'Cell projection, growth cone', 'Cytoplasmic vesicle membrane', 'Cytoplasmic vesicle, secretory vesicle', 'Cytoplasmic vesicle, secretory vesicle, synaptic vesicle', 'Cytoplasm, cytoskeleton']",44
O14657,TOR1B,14.0,336,"['Endoplasmic reticulum lumen', 'Nucleus membrane']",26
O14662,STX16,39.1,325,['Golgi apparatus membrane; Single-pass type IV membrane protein'],33
O14669,PRRG2,80.2,202,['Cell membrane; Single-pass type I membrane protein'],1
O14672,ADAM10,13.2,748,"['Cell membrane; Single-pass type I membrane protein', 'Golgi apparatus membrane; Single-pass type I membrane protein', 'Cytoplasmic vesicle, clathrin-coated vesicle', 'Cell projection, axon', 'Cell projection, dendrite', 'Cell junction, adherens junction', 'Cytoplasm']",87
O14678,ABCD4,5.1,606,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Lysosome membrane; Multi-pass membrane protein']",25
O14681,EI24,8.8,340,"['Nucleus membrane; Multi-pass membrane protein', 'Cytoplasm', 'Endoplasmic reticulum membrane; Multi-pass membrane protein']",37
O14682,ENC1,4.6,589,"['Nucleus matrix', 'Cytoplasm', 'Cytoplasm, cytoskeleton']",15
O14684,PTGES,0.0,152,"['Membrane; Multi-pass membrane protein', 'Cytoplasm, perinuclear region']",12
O14713,ITGB1BP1,29.5,200,"['Nucleus', 'Cytoplasm', 'Cytoplasm, cytoskeleton', 'Cell membrane', 'Cell projection, lamellipodium', 'Cell projection, ruffle']",15
O14717,TRDMT1,11.8,391,['Cytoplasm'],19
O14727,APAF1,0.8,1248,['Cytoplasm'],46
O14730,RIOK3,29.3,519,['Cytoplasm'],22
O14732,IMPA2,2.1,288,['Cytoplasm'],37
O14733,MAP2K7,21.5,419,"['Nucleus', 'Cytoplasm']",56
O14734,ACOT8,7.5,319,['Peroxisome matrix'],20
O14735,CDIPT,0.0,213,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",90
O14737,PDCD5,44.0,125,None,29
O14744,PRMT5,2.2,637,"['Cytoplasm', 'Nucleus', 'Chromosome', 'Golgi apparatus']",191
O14745,NHERF1,45.0,358,"['Cytoplasm', 'Apical cell membrane', 'Endomembrane system; Peripheral membrane protein', 'Cell projection, filopodium', 'Cell projection, ruffle', 'Cell projection, microvillus']",77
O14746,TERT,15.3,1132,"['Nucleus, nucleolus', 'Nucleus, nucleoplasm', 'Nucleus', 'Chromosome, telomere', 'Cytoplasm', 'Nucleus, PML body']",50
O14756,HSD17B6,3.8,317,"['Microsome membrane; Peripheral membrane protein; Lumenal side', 'Early endosome membrane; Peripheral membrane protein; Lumenal side']",10
O14757,CHEK1,21.8,476,"['Nucleus', 'Chromosome', 'Cytoplasm', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",88
O14763,TNFRSF10B,52.5,440,['Membrane; Single-pass type I membrane protein'],97
O14764,GABRD,24.3,452,['Cell membrane; Multi-pass membrane protein'],19
O14770,MEIS2,66.7,477,"['Nucleus', 'Cytoplasm, perinuclear region']",55
O14771,ZNF213,44.9,459,['Nucleus'],21
O14772,FPGT,6.3,607,['Cytoplasm'],3
O14773,TPP1,3.4,563,"['Lysosome', 'Melanosome']",45
O14775,GNB5,6.6,395,['Membrane'],0
O14776,TCERG1,44.9,1098,['Nucleus'],84
O14777,NDC80,33.0,642,"['Nucleus', 'Chromosome, centromere, kinetochore']",217
O14782,KIF3C,36.6,793,"['Cytoplasm, cytoskeleton']",18
O14786,NRP1,21.3,923,"['Mitochondrion membrane; Single-pass type I membrane protein', 'Cell membrane; Single-pass type I membrane protein', 'Cytoplasm']",163
O14787,TNPO2,0.0,897,"['Cytoplasm', 'Nucleus']",100
O14788,TNFSF11,40.4,317,"['[Tumor necrosis factor ligand superfamily member 11, soluble form]: Secreted']",23
O14791,APOL1,34.2,398,['Secreted'],3
O14792,HS3ST1,13.4,307,['Golgi apparatus lumen'],21
O14793,MSTN,20.0,375,['Secreted'],16
O14795,UNC13B,20.3,1591,"['Cytoplasm', 'Membrane; Peripheral membrane protein', 'Cell membrane', 'Synapse']",26
O14796,SH2D1B,22.7,132,None,20
O14798,TNFRSF10C,62.5,259,"['Cell membrane; Lipid-anchor, GPI-anchor']",61
O14802,POLR3A,3.4,1390,"['Nucleus', 'Cytoplasm, cytosol']",75
O14804,TAAR5,5.9,337,['Cell membrane; Multi-pass membrane protein'],0
O14807,MRAS,14.4,208,['Cell membrane; Lipid-anchor; Cytoplasmic side'],10
O14810,CPLX1,70.9,134,"['Cytoplasm, cytosol', 'Perikaryon', 'Presynapse']",29
O14813,PHOX2A,81.3,284,['Nucleus'],2
O14815,CAPN9,2.8,690,None,1
O14817,TSPAN4,0.0,238,['Membrane; Multi-pass membrane protein'],30
O14818,PSMA7,4.0,248,"['Cytoplasm', 'Nucleus']",113
O14827,RASGRF2,23.7,1237,"['Cytoplasm', 'Cell membrane; Peripheral membrane protein', 'Endoplasmic reticulum membrane; Peripheral membrane protein']",19
O14828,SCAMP3,36.0,347,['Membrane; Multi-pass membrane protein'],87
O14829,PPEF1,11.8,653,None,16
O14830,PPEF2,20.2,753,"['Cytoplasm', 'Cell projection, cilium, photoreceptor outer segment', 'Photoreceptor inner segment']",15
O14832,PHYH,12.7,338,['Peroxisome'],11
O14836,TNFRSF13B,76.5,293,['Membrane; Single-pass type III membrane protein'],34
O14842,FFAR1,5.3,300,['Cell membrane; Multi-pass membrane protein'],152
O14843,FFAR3,13.0,346,['Cell membrane; Multi-pass membrane protein'],9
O14862,AIM2,15.7,343,"['Cytoplasm', 'Inflammasome', 'Nucleus']",71
O14863,SLC30A4,34.5,429,"['Endosome membrane; Multi-pass membrane protein', 'Late endosome membrane; Multi-pass membrane protein', 'Lysosome membrane; Multi- pass membrane protein']",29
O14867,BACH1,68.9,736,['Nucleus'],61
O14874,BCKDK,13.1,412,['Mitochondrion matrix'],54
O14879,IFIT3,9.6,490,"['Cytoplasm', 'Mitochondrion']",39
O14880,MGST3,9.9,152,['Mitochondrion outer membrane; Multi-pass membrane protein'],148
O14893,GEMIN2,30.7,280,"['Nucleus, gem', 'Cytoplasm']",64
O14894,TM4SF5,5.6,197,"['Lysosome membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",22
O14896,IRF6,30.2,467,"['Nucleus', 'Cytoplasm']",6
O14901,KLF11,74.6,512,['Nucleus'],10
O14904,WNT9A,12.6,365,"['Secreted, extracellular space, extracellular matrix', 'Secreted']",1
O14905,WNT9B,17.1,357,"['Secreted, extracellular space, extracellular matrix', 'Secreted']",3
O14907,TAX1BP3,11.3,124,"['Cytoplasm', 'Nucleus', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side']",34
O14908,GIPC1,22.2,333,"['Cytoplasm', 'Membrane; Peripheral membrane protein']",59
O14910,LIN7A,18.9,233,"['Cell membrane; Peripheral membrane protein', 'Basolateral cell membrane; Peripheral membrane protein', 'Cell junction', 'Postsynaptic density membrane; Peripheral membrane protein', 'Cell junction, tight junction']",35
O14917,PCDH17,45.5,1159,['Cell membrane; Single-pass type I membrane protein'],23
O14920,IKBKB,14.3,756,"['Cytoplasm', 'Nucleus', 'Membrane raft']",116
O14924,RGS12,63.9,1447,"['Nucleus', 'Cytoplasm', 'Cell projection, dendrite', 'Synapse']",13
O14925,TIMM23,43.5,209,['Mitochondrion inner membrane; Multi-pass membrane protein'],44
O14926,FSCN2,0.0,492,"['Cytoplasm, cytoskeleton', 'Cell projection, stereocilium']",5
O14929,HAT1,5.0,419,None,97
O14931,NCR3,37.3,201,['Cell membrane; Single-pass type I membrane protein'],71
O14933,UBE2L6,0.0,153,None,57
O14936,CASK,13.5,926,"['Nucleus', 'Cytoplasm', 'Cell membrane; Peripheral membrane protein']",107
O14939,PLD2,7.5,933,['Cell membrane; Lipid-anchor'],52
O14944,EREG,43.2,169,"['[Epiregulin]: Secreted, extracellular space', '[Proepiregulin]: Cell membrane; Single-pass type I membrane protein']",8
O14948,TFEC,74.6,347,['Nucleus'],5
O14949,UQCRQ,70.7,82,['Mitochondrion inner membrane; Single-pass membrane protein'],69
O14950,MYL12B,17.4,172,None,72
O14958,CASQ2,14.0,399,['Sarcoplasmic reticulum lumen'],48
O14960,LECT2,12.6,151,"['Cytoplasm', 'Secreted']",18
O14964,HGS,53.7,777,"['Cytoplasm', 'Early endosome membrane; Peripheral membrane protein; Cytoplasmic side', 'Endosome, multivesicular body membrane; Peripheral membrane protein']",289
O14965,AURKA,32.5,403,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, cytoskeleton, spindle pole', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole', 'Cell projection, neuron projection', 'Cell projection, cilium', 'Cytoplasm, cytoskeleton, cilium basal body', 'Basolateral cell membrane']",240
O14966,RAB29,9.9,203,"['Cell membrane; Lipid-anchor; Cytoplasmic side', 'Cytoplasm', 'Cytoplasm, perinuclear region', 'Golgi apparatus', 'Golgi apparatus, trans-Golgi network', 'Vacuole', 'Cytoplasm, cytoskeleton']",49
O14967,CLGN,30.0,610,['Endoplasmic reticulum membrane; Single-pass type I membrane protein'],122
O14972,VPS26C,0.0,297,['Endosome'],0
O14974,PPP1R12A,71.8,1030,"['Cytoplasm', 'Cytoplasm, cytoskeleton, stress fiber']",121
O14975,SLC27A2,2.1,620,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Peroxisome membrane; Peripheral membrane protein', 'Cell membrane; Multi-pass membrane protein', 'Microsome']",69
O14976,GAK,38.6,1311,"['Cytoplasm, perinuclear region', 'Golgi apparatus, trans-Golgi network', 'Cell junction, focal adhesion', 'Cytoplasmic vesicle, clathrin-coated vesicle']",88
O14977,AZIN1,4.0,448,['Nucleus'],11
O14978,ZNF263,45.7,683,['Nucleus'],94
O14979,HNRNPDL,57.4,420,"['Nucleus', 'Cytoplasm']",179
O14980,XPO1,2.2,1071,"['Cytoplasm', 'Nucleus, nucleoplasm', 'Nucleus, Cajal body', 'Nucleus, nucleolus']",915
O14981,BTAF1,14.9,1849,['Nucleus'],71
O14983,ATP2A1,0.6,1001,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Sarcoplasmic reticulum membrane; Multi-pass membrane protein']",262
O14986,PIP5K1B,31.9,540,"['Cytoplasm, cytosol', 'Cell membrane', 'Endomembrane system']",7
O14994,SYN3,46.2,580,"['Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Peripheral membrane protein; Cytoplasmic side']",7
O15013,ARHGEF10,38.7,1369,None,42
O15014,ZNF609,95.5,1411,None,68
O15015,ZNF646,61.3,1832,['Nucleus'],28
O15020,SPTBN2,9.5,2390,"['Cytoplasm, cytoskeleton', 'Cytoplasm, cell cortex']",73
O15021,MAST4,74.7,2623,['Cytoplasm'],9
O15027,SEC16A,82.6,2357,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Golgi apparatus membrane; Peripheral membrane protein', 'Cytoplasm, perinuclear region', 'Cytoplasm, cytosol', 'Microsome membrane']",211
O15031,PLXNB2,6.7,1838,['Cell membrane; Single-pass type I membrane protein'],93
O15033,AREL1,6.8,823,None,12
O15040,TECPR2,32.7,1411,None,6
O15041,SEMA3E,11.5,775,['Secreted'],1
O15042,U2SURP,53.8,1029,['Nucleus'],117
O15047,SETD1A,78.6,1707,"['Nucleus speckle', 'Chromosome', 'Cytoplasm']",91
O15049,N4BP3,72.2,544,"['Cytoplasmic vesicle', 'Cell projection, axon', 'Cell projection, dendrite']",25
O15054,KDM6B,64.5,1643,['Nucleus'],55
O15055,PER2,65.8,1255,None,66
O15056,SYNJ2,32.7,1496,"['Cytoplasm', 'Cell membrane', 'Membrane raft', 'Presynapse', 'Cytoplasm, cytoskeleton']",26
O15060,ZBTB39,44.5,712,['Nucleus'],14
O15061,SYNM,76.1,1565,"['Cytoplasm, cytoskeleton', 'Cell junction, adherens junction']",32
O15062,ZBTB5,69.4,677,['Nucleus'],30
O15066,KIF3B,21.2,747,"['Cytoplasm, cytoskeleton', 'Cell projection, cilium', 'Cell projection, dendritic spine']",25
O15067,PFAS,0.0,1338,['Cytoplasm'],65
O15068,MCF2L,23.5,1137,"['Cytoplasm', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side']",14
O15072,ADAMTS3,20.7,1205,"['Secreted', 'Secreted, extracellular space, extracellular matrix']",2
